Rk Player Age Team Pos G GS MP PER TS% 3PAr FTr ORB% DRB% TRB% AST% STL% BLK% TOV% USG% OWS DWS WS WS/48 OBPM DBPM BPM VORP
A.J. Lawson 24 TOR SG 3 0.0 14.0 16.7 0.571 0.714 0.286 7.8 15.9 11.9 0.0 0.0 0.0 0.0 23.6 0.0 0.0 0.0 0.079 4.6 -4.4 0.2 0.0
Jalen Hood-Schifino 21 LAL SG 2 0.0 14.0 11.7 1.064 0.0 2.0 8.1 0.0 4.0 9.3 0.0 6.5 34.7 9.0 0.0 0.0 0.0 0.144 -3.8 1.2 -2.6 0.0
Jeenathan Williams 25 HOU SG 4 0.0 13.0 20.7 0.7 0.6 0.0 0.0 24.7 12.1 0.0 3.7 7.1 16.7 19.0 0.0 0.0 0.0 0.159 0.1 4.4 4.4 0.0
Mason Jones 26 SAC SG 3 0.0 13.0 14.9 0.0 1.0 0.0 8.6 26.0 17.3 61.1 0.0 0.0 0.0 6.6 0.0 0.0 0.0 0.144 3.0 1.3 4.3 0.0
Jared Rhoden 25 CHO SG 4 0.0 12.0 5.6 0.25 0.25 0.0 17.2 18.5 17.8 26.8 4.1 0.0 11.1 31.7 -0.1 0.0 -0.1 -0.206 -7.1 -1.5 -8.6 0.0
AJ Johnson 20 MIL SG 5 0.0 11.0 9.9 0.583 0.167 0.0 0.0 19.0 9.8 15.5 0.0 0.0 25.0 31.8 0.0 0.0 0.0 -0.124 -5.5 -4.8 -10.3 0.0
Cui Yongxi 21 BRK SG 5 0.0 10.0 -10.8 0.19 0.429 0.286 0.0 24.3 11.8 0.0 0.0 0.0 0.0 34.7 -0.1 0.0 -0.1 -0.498 -16.7 -8.6 -25.3 -0.1
Tristen Newton 23 IND SG 5 0.0 8.0 -15.4 0.233 0.5 0.167 0.0 0.0 0.0 16.3 0.0 0.0 13.4 40.3 -0.1 0.0 -0.1 -0.564 -21.8 -11.4 -33.2 -0.1
Bryce McGowens 22 POR SG 2 0.0 7.0 14.8 0.5 0.5 0.0 15.3 0.0 7.8 20.5 0.0 0.0 0.0 12.0 0.0 0.0 0.0 0.103 5.1 -2.3 2.7 0.0
Alex Ducas 24 OKC SG 4 0.0 7.0 -15.8 0.0 0.667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 18.3 -0.1 0.0 -0.1 -0.415 -17.4 -6.4 -23.8 0.0
Mac McClung 26 ORL SG 1 0.0 5.0 14.7 0.0 24.4 11.6 50.7 0.0 0.0 0.0 0.0 0.0 0.0 0.223 2.4 4.2 6.5 0.0    
Alondes Williams 25 DET SG 1 0.0 4.0 55.2 1.25 0.5 0.0 0.0 0.0 0.0 70.3 0.0 0.0 0.0 21.4 0.0 0.0 0.0 0.569 38.0 6.0 44.0 0.0
Jaylen Clark 23 MIN SG 1 0.0 3.0 -17.7 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 14.6 0.0 0.0 0.0 -0.33 -21.9 -5.0 -27.0 0.0
